CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U99999MN1963PLC012809,INDDABRATOR LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,27-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U45209MN2010PTC008262,ESTHER CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-06-2010,Manipur,20000000,1000000,45209,Construction,"KHUYATHONG,NEAR ABC GODOWNIMPHAL  ",ROC SHILLONG,rakeshimp@gmail.com,31-03-2013,31-03-2013
U45209MN2012PTC008308,BIJOY & SONS' ENTERPRISES PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,31-07-2012,Manipur,5000000,1000000,45209,Construction,KULABIDHU BUILDINGM G VAENUE THANGAL BAZAR  ,ROC SHILLONG,dkbc_imp@rediffmail.com,NA,NA
U45209MN2013PTC008322,ZENITH SUPPLY AND CONSTRUCTION COMPANYPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-01-2013,Manipur,1000000,100000,45209,Construction,"Vill: Namthanpung, SanjenthongLandmark: Sanjenthong  ",ROC SHILLONG,keishingbountia@gmail.com,31-03-2019,31-03-2019
U45209MN2013PTC008324,OINAM INFRA PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,31-01-2013,Manipur,100000,100000,45209,Construction,THOUBALNINGOMBAM  ,ROC SHILLONG,INDIRAOINAM@REDIFFMAIL.COM,NA,NA
U45209MN2013PTC008346,KUNDALEI CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,24-07-2013,Manipur,100000,100000,45209,Construction,KONBA KSHETRI LEIKAI (NEAR STANDARD COLLEGE)   ,ROC SHILLONG,echinglembi@gmail.com,31-03-2017,31-03-2017
U45209MN2015PTC008426,NONGPOK HAARUM CONSTRUCTION PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,29-04-2015,Manipur,1000000,930000,45209,Construction,C/o Okram Manimohan SinghSingjamei Okram Leikai  ,ROC SHILLONG,amarjitnaorem786@gmail.com,NA,NA
U45209MN2017PTC013528,CHAOBA BUILDCON PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-05-2017,Manipur,2500000,500000,45209,Construction,"FIRST FLOOR, 76, LANGTHABAL LEP,NEAR CRPF CAMP, P.O./P.S. SINGJAMEI,  ",ROC SHILLONG,chaobabuildcons@gmail.com,31-03-2019,31-03-2019
U45209MN2018OPC013750,MRK ASSOCIATES (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,30-09-2018,Manipur,500000,500000,45209,Construction,"MOIRANGHKHOM, IMPHAL WEST-795001,MANIPUR (BESIDE GOODISH RESTAURANT)  ",ROC SHILLONG,sinha.rajib92@gmail.com,31-03-2019,31-03-2019
U45209MN2019PTC013844,MANJU AND KRITIKA CONSTRUCTION ANDINFRASTRUCTURE PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,01-04-2019,Manipur,500000,100000,45209,Construction,"ALU GALI, THANGAL BAZAR,5TH FLOOR  ",ROC SHILLONG,MAHESHKALA49@GMAIL.COM,NA,NA
U45209MN2019PTC013856,BONYSON TARIQUE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,22-04-2019,Manipur,1000000,100000,45209,Construction,"C/o H Bonyson, Babupara, Imphal,OppositeCouncil of Higher Secondary Education  ",ROC SHILLONG,hbsingh36@gmail.com,NA,NA
U45209MN2019PTC013911,VCHS ASSOCIATES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-07-2019,Manipur,1000000,500000,45209,Construction,"C/o-MR.SUJIT KAR,SEROU PART 2,KEKRUPOKPINEAR POST OFFICE,THOUBAL  ",ROC SHILLONG,arktassociates01@gmail.com,NA,NA
U45209MN2019PTC013916,YUMSALON INFRASTRUCTURE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-08-2019,Manipur,1000000,500000,45209,Construction,"2ND FLOOR TAMPHA EBEMA BUILDINGM.G.AVENUE, THANGAL BAZAR  ",ROC SHILLONG,info.arktassociates@gmail.com,NA,NA
U45309MN2007PTC008237,LOOK EAST NIRMAN PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,18-07-2007,Manipur,1000000,200000,45309,Construction,BABUPARAIMPHAL WEST  ,ROC SHILLONG,jyotimanipur@yahoo.com,31-03-2008,31-03-2008
U45309MN2016SGC013502,IMPHAL SMART CITY LIMITED   ,ACTV,Public,Company limited by Shares,State Govt company,25-11-2016,Manipur,20000000,20000000,45309,Construction,"DIRECTORATE OF MAHUD, PDA COMPLEXNORTH AOC  ",ROC SHILLONG,ceoimphalsmartcity@gmail.com,NA,NA
U45309MN2017PTC013514,PANTHOIBI CONSTRUCTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-02-2017,Manipur,10000000,2900000,45309,Construction,"URIPOK, TOURANGBAM LEIKAILAMPHEL  ",ROC SHILLONG,panthoibiconstructions@gmail.com,31-03-2019,31-03-2019
U45309MN2017PTC013519,TONGBRAM CONSTRUCTION AND MARKETINGPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-03-2017,Manipur,1000000,500000,45309,Construction,SAGOLBANDAMUDON AKHAM LEIKAI  ,ROC SHILLONG,tchingkhei@rediffmail.com,NA,NA
U45309MN2017PTC013524,MEITRAM CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-04-2017,Manipur,10000000,300000,45309,Construction,"HOUSE NO 19, 95,TAOTHONG REVENUE VILLAGEPO & PS LAMSANG  ",ROC SHILLONG,meitramconstruction.pvt.ltd@gmail.com,31-03-2019,31-03-2019
U45309MN2017PTC013534,JCNT BUILDING SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-05-2017,Manipur,100000,40000,45309,Construction,"Kwakeithel Akham Leikai,Hemchandra Plot, Near Kwakeithel Bazar  ",ROC SHILLONG,jcnt@outlook.in,31-03-2019,31-03-2019
U45309MN2017PTC013557,KANGLA CONSTRUCTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-08-2017,Manipur,1000000,300000,45309,Construction,"SINGJAMEI AHONGSANGBAM LEIKAI,IMPHAL WEST  ",ROC SHILLONG,m.manglem17@gmai.com,NA,NA
U45309MN2017PTC013569,DANGSAWA CONSTRUCTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-08-2017,Manipur,1000000,800000,45309,Construction,DEULAHLAND2ND MR AREA  ,ROC SHILLONG,kdangsawa@rediffmail.com,NA,NA
U45309MN2017PTC013585,DURJOY NONGTHOMBAM CONSTRUCTION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,06-10-2017,Manipur,100000,100000,45309,Construction,"229093, 10-BG-46/44 YRSNaoremthong Khumanthem Leikai  ",ROC SHILLONG,nkabimeetei@gmail.com,31-03-2019,31-03-2019
U45309MN2017PTC013602,DENI INFRATECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-11-2017,Manipur,1000000,100000,45309,Construction,"KAYINU,MAO,  ",ROC SHILLONG,lorho_intouch@yahoo.co.in,NA,NA
U45309MN2018PLC013692,LAMJINGBA INFRA DEVELOPMENT LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,18-06-2018,Manipur,5000000,1000000,45309,Construction,"C/O. KONGKHAM BUNGBUNG SINGHIED-II, C-4-68/1, NAGAMAPAL RIMS ROAD  ",ROC SHILLONG,lamjingbafoundation@gmail.com,NA,NA
U45309MN2018PTC013627,NDB CONSTRUCTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-02-2018,Manipur,5000000,2800000,45309,Construction,"S/o Thoudam Ibomcha Singh,Naoremthong Khulem Leikai,  ",ROC SHILLONG,hemachandra_singh@yahoo.co.in,31-03-2019,NA
U45309MN2018PTC013628,HEIJIGANG SHOPPING COMPLEX PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-02-2018,Manipur,1000000,1000000,45309,Construction,THONGJU PART - IIKONOK KHONGNANG MAKHONG  ,ROC SHILLONG,ougricpl@gmail.com,NA,NA
U45309MN2018PTC013635,YUMKEI INFRASOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-03-2018,Manipur,5000000,1000000,45309,Construction,C/O SARATCHANDRA SHARMA ARIBAMSAGOLBAND MABUDHOU MANTRI LEIKAI  ,ROC SHILLONG,sh.sandeep@hotmail.com,NA,NA
U45309MN2018PTC013636,RSQUARE DESIGN & CONSTRUCTION SERVICESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,13-03-2018,Manipur,100000,100000,45309,Construction,A-2-74/1Thangmeiband Yumnam Leikai  ,ROC SHILLONG,pcsvaibhavgarg@gmail.com,31-03-2019,31-03-2019
U45309MN2018PTC013678,TOIJAM ACHOUBA SINGH CONSTRUCTIONPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,29-05-2018,Manipur,500000,500000,45309,Construction,"Kongpal Ningthoubung Leikai,Porompat Sub-Division,  ",ROC SHILLONG,pcsvaibhav@gmail.com,NA,NA
U45309MN2018PTC013785,WELHUEX INFRASTRUCTURE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-12-2018,Manipur,100000,100000,45309,Construction,27-A-8/4 YKS SEGA ROADKONJENG HAJARI LEIKAI  ,ROC SHILLONG,khnepolean@gmail.com,31-03-2019,31-03-2019
U45309MN2019OPC013981,NAMBUL (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,19-11-2019,Manipur,1000000,300000,45309,Construction,C/O OKEN KHWAIRAKPAMTHANGMEIBAND LOURUNG PUREL LEIKAI  ,ROC SHILLONG,okenkhwairakpam@gmail.com,NA,NA
U45309MN2019OPC014008,LUKRAM SOLUTION (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,30-12-2019,Manipur,100000,100000,45309,Construction,"C/o Lukram Iboyaima SinghCRPF Langjing Kachikhul, Mayai Leikai  ",ROC SHILLONG,Echoulukram@gmail.com,NA,NA
U45309MN2019PTC013792,KOIRENG AND SONS CONSTRUCTION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,09-01-2019,Manipur,5000000,100000,45309,Construction,"12296, 23 - B - 24 / 11, Haobam MarakNgangom, Leikai  ",ROC SHILLONG,pnksingh70@gmail.com,NA,NA
U45309MN2019PTC013922,GIDEON CONSTRUCTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-08-2019,Manipur,1000000,100000,45309,Construction,"C/O- CH.PACHO KOM IED- IV 252-16NC,KHABAM LAMKHAI, IMPHAL-LMLG--1  ",ROC SHILLONG,gconstructions1715@gmail.com,NA,NA
U45309MN2019PTC013924,KANBIBA CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-08-2019,Manipur,100000,100000,45309,Construction,"15/35/40, ATHOKPAM, MAKHA,LEIKAIATHOKPAMIVR PUKHRI, AC HOUSE  ",ROC SHILLONG,moirangjamthomas@gmail.com,NA,NA
U45309MN2019PTC013945,IROM CONSTRUCTION SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,17-09-2019,Manipur,1000000,500000,45309,Construction,"194, URIPOK TAKHELLAMBAM LEIKAINEAR N. G. COLLEGE ROAD  ",ROC SHILLONG,irommanitomba93@gmail.com,NA,NA
U45309MN2019PTC013964,YENGKOKPAM ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-10-2019,Manipur,1000000,100000,45309,Construction,"IED-III, 6-BC-23/2, KHONGMAN ZONE-IIINEAR KHONGMAN STUDENTS CLUB  ",ROC SHILLONG,yengkokpamenterprises@gmail.com,NA,NA
U45309MN2019PTC013978,SIROI INFRASTRUCTURE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-11-2019,Manipur,1500000,1000000,45309,Construction,"C/oMrs DrM Bandana IED-II LSD-I C-5-82/5M/s MM Gas Service, Lalambung Makhong  ",ROC SHILLONG,ougricpl@gmail.com,NA,NA
U45309MN2019PTC014004,Q2 CALLISTO SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-12-2019,Manipur,1500000,100000,45309,Construction,Ningthoukhong Radhamandov Leikai Ward No. 9P.O. Bishnupur  ,ROC SHILLONG,ibohal.q2info@gmail.com,NA,NA
U45400MN2010PTC008256,K. G. G. CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-03-2010,Manipur,500000,500000,45400,Construction,THANGMEIBAND MAISNAM LEIKAIP.O. LAMPHELPAT  ,ROC SHILLONG,kggcpl@gmail.com,31-03-2018,31-03-2018
U45400MN2011PTC008274,O.M. CONSTRUCTOR & TELECOMMUNICATIONPRIVATE LIMITED  ,UPSO,Private,Company limited by Shares,Non-govt company,08-03-2011,Manipur,500000,100000,45400,Construction,WANGKHEI HIJAM LEIRAKP.O. IMPHAL EAST  ,ROC SHILLONG,omconstructionmanipur@gmail.com,NA,NA
U45400MN2013PTC008360,NHS ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-11-2013,Manipur,10000000,700000,45400,Construction,PALACE COMPOUNDNEAR CVTC  ,ROC SHILLONG,ningombamhelendro@gmail.com,31-03-2017,31-03-2017
U45400MN2018PTC013655,RKBS CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-04-2018,Manipur,100000,100000,45400,Construction,"14051, 25-B-195/7, CHINGTHAM LEIKAI,IMPHAL-795001  ",ROC SHILLONG,ajitsinghonline@gmail.com,31-03-2019,31-03-2019
U45400MN2019PTC013867,NONGTHOMBAM ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-05-2019,Manipur,1000000,100000,45400,Construction,18 AJITKUMAR FAMILY PISHUMTHONGNONGTHOMBAM LEIRAKMAYAI  ,ROC SHILLONG,Nongthombamenterprises@gmail.com,NA,NA
U45400MN2019PTC013879,YENGKHOM HEXAGON PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-06-2019,Manipur,1500000,1000000,45400,Construction,"Plot No.2295/2438, Singjamei Bazar ,Near Axis ATM, RK Birla Shopping Complex  ",ROC SHILLONG,yengkhomlimited@gmail.com,NA,NA
U45400MN2019PTC013968,ERAMDAM DESIGN & CONSTRUCTION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,29-10-2019,Manipur,1500000,49000,45400,Construction,"C/O MR. M SARDA IED-II, IED-II B-4-94/9THANGMEIBAND, IMPHAL- 795004 LSD-I  ",ROC SHILLONG,ougricpl@gmail.com,NA,NA
U45400MN2019PTC013985,OINAMCHA CONSTRUCTION AND SUPPLIERPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,02-12-2019,Manipur,1500000,50000,45400,Construction,"90 SAMUROU, UNDER PATTA NO. 120(OLD)/376(NEW), WANGOI  ",ROC SHILLONG,KHUMANCHA2019@GMAIL.COM,NA,NA
U45401MN2019PTC013849,K.MORUNG AND SONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-04-2019,Manipur,20000000,10000000,45401,Construction,"Maring Lane, New CheckonP.S. Porompat  ",ROC SHILLONG,kmorungandsons04@gmail.com,NA,NA
U72500MN2019PTC013853,EDELSTEIN TECHNO SOLUTIONS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,16-04-2019,Manipur,1000000,100000,72500,Real estate renting and business activities,"30 SEKMAI BAZARAWANG SEKMAI IMPHAL WEST,  ",ROC SHILLONG,vikdoit@gmail.com,NA,NA
U72502MN2019PTC013801,KOUBRU TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-01-2019,Manipur,100000,100000,72502,Real estate renting and business activities,"C/o Laikangbam Ingochouba SinghNaga Mapal, Kangjabi Leirak  ",ROC SHILLONG,prasenjit.laikangbam@gmail.com,NA,NA
U45402MN2018PTC013640,CHING TAM INFRASTRUCTURES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,15-03-2018,Manipur,10000000,1000000,45402,Construction,C/O. H. BADANKUMARWANGKHEI THANGJAM LEIKAI  ,ROC SHILLONG,ougricpl@gmail.com,NA,NA
U45403MN2017PTC013559,EMOINU CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-08-2017,Manipur,2500000,100000,45403,Construction,MANTRIPUKHRI NEXT TO CRPF MAIN GATE   ,ROC SHILLONG,emoinuconstruction@gmail.com,31-03-2019,31-03-2019
U45500MN2017PTC013533,NINGTHOUJAM CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-05-2017,Manipur,1000000,400000,45500,Construction,SAGOLBAND WAHENGBAM LEIKAI.  ,ROC SHILLONG,nbasanta@rediffmail.com,NA,NA
U45500MN2017PTC013538,SANALEIBAK CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-06-2017,Manipur,100000,100000,45500,Construction,"126 WARD 2RING ROAD, KALINAGAR  ",ROC SHILLONG,bobbyenterprise@gmail.com,31-03-2019,31-03-2019
U45500MN2017PTC013614,HGS INFRA SOLUTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-12-2017,Manipur,100000,100000,45500,Construction,"NAMBOL AWANG LEIKAI,WARD NO-4 NAMBOL SUB DIVISION BISHNUPUR  ",ROC SHILLONG,bothe.sharma@gmail.com,31-03-2018,31-03-2018
U45500MN2018PTC013622,MAPU CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-01-2018,Manipur,100000,100000,45500,Construction,"IED-III, 13-E-37/18,Kakwa Lamdaibung Singjamei  ",ROC SHILLONG,jamesthongbam1988@gmail.com,NA,NA
U45500MN2018PTC013643,JR NONGPOK THONG DEVELOPMENT PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,20-03-2018,Manipur,100000,100000,45500,Construction,"C/O NINGTHOUJAM JOYKUMAR SINGHLALAMBUNG, KHOIROM LEIKAI IMPHAL  ",ROC SHILLONG,taxsolution1974@gmail.com,31-03-2019,31-03-2019
U45500MN2018PTC013712,AUSTINKAYA INFRA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-07-2018,Manipur,1000000,100000,45500,Construction,"3rd Floor, UCO Bank Building,LamlongKhurai Chingangbam Leikai, Porompat  ",ROC SHILLONG,austin17@hotmail.com,NA,NA
U45500MN2019PTC013935,KHAUTE INFRASTRUCTURE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-08-2019,Manipur,1000000,100000,45500,Construction,"211/AP,APOLLO VENG,  ",ROC SHILLONG,KHAUTEINFRAS@GMAIL.COM,NA,NA
U50100MN2014PTC008378,NILO AUTOMOTIVE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-06-2014,Manipur,5000000,5000000,50100,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"Ground Floor,  Nirmala Hotel Complex,M.G.Avenue, Thangal Bazar,  ",ROC SHILLONG,niloautomotive@gmail.com,31-03-2015,31-03-2015
U50100MN2014PTC008386,TULASI MOTORS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-08-2014,Manipur,10000000,10000000,50100,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,DMC-95/10DMC COMPLEX  ,ROC SHILLONG,anand.sapam11@gmail.com,31-03-2019,31-03-2019
U50100MN2015PTC008431,LOYALAM MOTORS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-06-2015,Manipur,4500000,1000000,50100,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"PINK TOWER, 3RD FLOOR, KHURAI SAJOR THOIDINGJAMLEIKAI, UKHRUL ROAD, NEAR PETROL PUMP  ",ROC SHILLONG,motorloya@gmail.com,31-03-2019,31-03-2019
U50101MN2006PTC008080,PUNYA MOTORS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-02-2006,Manipur,7500000,6000000,50101,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"THANGMEIBAND,IMPHAL,   ",ROC SHILLONG,punyahyundai@yahoo.co.in,31-03-2019,31-03-2019
U50101MN2013PTC008327,EASTERN AUTOMOBILES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-03-2013,Manipur,5000000,1000000,50101,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"CHINGMEIRONG WESTP.O. IMPHAL, P.S. LAMPHEL, DISTT. IMPHAL EAST,  ",ROC SHILLONG,eastern.automobiles@gmail.com,31-03-2019,31-03-2019
U50102MN1988PTC002874,B M FINANCIAL AND INDUSTRIAL SERVICES PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,16-02-1988,Manipur,250000,2000,50102,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,KHURAI THANGJAM LEIKAIIMPHAL   ,ROC SHILLONG,NA,NA,NA
U50102MN1989PTC003206,CHAOKHAT KHONGTHANG MARUP PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,01-03-1989,Manipur,500000,160000,50102,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,MAHATMAGANDHI AVENUENEAR STATE BANK OF INDIAIMPHAL  ,ROC SHILLONG,NA,NA,NA
U50102MN2011PTC008292,PUNYA AUTOMOBILES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-10-2011,Manipur,10000000,6000000,50102,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,THANGMEIBAND YUMNAM LEIKAI   ,ROC SHILLONG,acct.punya@gmail.com,31-03-2019,31-03-2019
U50102MN2013PLC008328,ILAND MOTORS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,12-03-2013,Manipur,18000000,18000000,50102,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"ILAND NISSAN NEAR STANDARD ROBARTH HIGHERSECONDARY SCHOOL CANCHIPUR, LANGTHABAL KUNJA  ",ROC SHILLONG,romikanta@gmail.com,31-03-2019,31-03-2019
U50102MN2013PTC008351,SHIVZ AUTOTECH PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-08-2013,Manipur,16000000,15935000,50102,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"Ghari,Patsoi Sub Division, Airport RoadImphal West  ",ROC SHILLONG,shivzmahindra@gmail.com,31-03-2019,31-03-2019
U50102MN2013PTC008364,ORIENTAL VISION ENTERPRISES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,05-12-2013,Manipur,10000000,9000000,50102,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,BABUPARANEAR SBI REGIONAL BUSINESS OFFICE  ,ROC SHILLONG,voinam@gmail.com,31-03-2019,31-03-2019
U50103MN2017PTC013593,LAMJINGBA MOTORS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-10-2017,Manipur,30500000,30500000,50103,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,Sanasam Jacky SinghKiyam Siphai Babu Bazar  ,ROC SHILLONG,lamjingbafoundation@gmail.com,31-03-2019,31-03-2019
U50200MN1947PTC001109,MANIPUR MOTOR ASSOCIATION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,02-07-1947,Manipur,1000000,350000,50200,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,GANDHI AVENUEFRIENDS TALKIES  ,ROC SHILLONG,deepaheibam@gmail.com,31-03-2018,31-03-2018
U50200MN1989PTC003178,CROWN MOTORS PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,08-02-1989,Manipur,500000,14000,50200,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,SHOPING CUM RESENDITIALCOMPLEX LAMPHEL PATIMPHAL  ,ROC SHILLONG,NA,NA,NA
U50200MN2000PLC006151,KANGLA AUTOMOBILE AND TRADING COMPANY LIMITED  ,STOF,Public,Company limited by Shares,Non-govt company,08-05-2000,Manipur,1000000,35000,50200,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,KHABAM LAMKHAIP O- MANTRIPUKHRI  ,ROC SHILLONG,NA,NA,NA
